titulo,autor,data,secao,texto,url

,,,,"Por 2 votos a 1, a 2ª Câmara Criminal do Tribunal de Justiça do Estado do Paraná (TJ-PR) decidiu na tarde desta quinta-feira (4) conceder . O relator do caso, desembargador José Maurício Pinto de Almeida, saiu derrotado na votação. O tucano Em substituição à prisão preventiva, medidas cautelares foram aplicadas a ele: Beto Richa está proibido de manter contato com os demais acusados (exceto cônjuge e parentes em primeiro grau); deve cumprir recolhimento domiciliar em período noturno e aos finais de semana; entregar o passaporte em 48 horas; e está impedimento de ocupar qualquer função pública federal, estadual, distrital e municipal.Beto Richa foi, no âmbito da Operação Quadro Negro, que investiga o desvio de recursos públicos em obras de escolas, e levado ao Complexo Médico Penal, em Pinhais, na região de Curitiba.A defesa entrou com um pedido de habeas corpus logo em seguida, mas, em 21 de março, o juiz substituto de segundo grau Mauro Bley Pereira Junior negou a soltura, de forma liminar. Agora, nesta quinta-feira (4), se analisava o mérito do habeas corpus.O julgamento no TJ começou por volta das 14 horas. Ao fazer sustentação oral, um dos advogados de Beto Richa, Alessandro Silvério, criticou a decisão que determinou a prisão, assinada pelo juiz substituto Fernando Bardelli Silva Fischer, da 9ª Vara Criminal de Curitiba, onde estão abrigados todos os processos da Operação Quadro Negro: “Um manifesto para comunicar a sociedade que ela não precisa mais se preocupar com a impunidade”, alfinetou o advogado, ao falar do despacho.A prisão preventiva, apontou Silvério, “antecipa uma aplicação de pena antes do exercício pleno do contraditório, sem o devido processo legal”.Para Silvério, Fischer “ousou pela segunda vez” determinar a prisão de Beto Richa, “sem qualquer fundamentação idônea”. O tucano já havia sido alvo de um mandado de prisão assinado por Fischer, em setembro do ano passado, mas no âmbito da Operação Rádio Patrulha, que mira um programa estadual de recuperação de estradas rurais.Nos dois casos, o pedido de prisão atendido por Fischer foi feito pelo Grupo de Atuação Especial de Combate ao Crime Organizado (Gaeco), braço do Ministério Público do Estado do Paraná (MP-PR). A defesa do tucano sustenta que os fatos que basearam o pedido de prisão teriam supostamente ocorrido em 2015, no primeiro ano do segundo mandato de Beto Richa: “Não existe contemporaneidade entre o decreto prisional e o suposto fato delituoso”. Ele também destacou que o tucano não exerce mais cargo público desde abril do ano passado, sem possibilidade, portanto, de repetir delitos supostamente cometidos.Na Operação Quadro Negro, o tucano responde pelos crimes de organização criminosa, corrupção passiva, prorrogação indevida de contrato de licitação e obstrução de justiça.Os argumentos da defesa foram acolhidos por dois desembargadores da 2ª Câmara Criminal: Francisco Pinto Rabello Filho e o presidente do colegiado, José Carlos Dalacqua.Rabello Filho foi quem primeiro abriu a divergência e, a partir de agora, assume a relatoria da Operação Quadro Negro, no âmbito do segundo grau da Justiça Estadual.Já o relator do caso discordou da defesa do tucano. A leitura
do voto do desembargador José Maurício Pinto de Almeida durou cerca de uma hora
e meia. Dois pontos foram enfatizados por ele, ao justificar a necessidade da detenção:
Beto Richa mantém influência política e econômica, mesmo após o fim do mandato
eletivo, e as investigações da Operação Quadro Negro ainda estão em andamento.“Eu discordo que não haja contemporaneidade, porque há uma investigação incessante”, falou o relator, lembrando da recente , durante a quinta fase da Operação Quadro Negro. “Em crimes de colarinho branco temos que levar em conta o tempo da investigação”, argumentou ele.Pinto de Almeida também disse que o fato de Beto Richa não
estar mais na cadeira de governador do Paraná “não afasta seu poder de
ingerência”, “até porque ele apresenta largo relacionamento com políticos”.Antes de iniciar a leitura, o relator ponderou que
considerava “um momento de tristeza”, em função da prisão de um ex-governador
do Paraná, mas ao longo do voto endossou a tese do Ministério Público, sobre a “gravidade
concreta” nos episódios narrados no âmbito da Operação Quadro Negro, e comparou
o caso local ao da Operação Lava Jato.Ao final do julgamento desta quinta-feira (4), as defesas dos outros dois presos da Operação Quadro Negro junto com Beto Richa – o empresário Jorge Atherino e o ex-secretário Ezequias Moreira Rodrigues – pediram que a liberdade concedida ao tucano fosse estendida aos demais. Mas, o novo relator do caso, Rabello Filho, disse que ainda não conhecia as especificidades das prisões dos dois presos e informou que analisaria a situação futuramente.Por telefone, um dos advogados de Beto Richa, Guilherme Brenner Lucchesi, aproveitou a decisão do Tribunal de Justiça para “reiterar a confiança na Justiça”. “Hoje o Tribunal de Justiça efetivamente fez justiça e revogou uma decisão completamente ilegal”, afirmou ele, à .Lucchesi destacou ainda que a soltura não interfere no trâmite das ações penais nas quais o ex-governador do Paraná está implicado.",https://www.gazetadopovo.com.br/parana/beto-richa-sera-solto-decide-tj/

,,,,"A Justiça Federal em São Paulo decidiu nesta quinta-feira (4) tornar réu o ex-presidente Michel Temer pela acusação de lavar dinheiro de propina por meio da reforma da casa de uma de suas filhas, Maristela Temer.A denúncia é um desdobramento de apurações da Lava Jato e foi .Os procuradores afirmam que o ex-presidente usou dinheiro obtido em esquemas de propina junto à JBS e Odebrecht e na estatal Eletronuclear para promover a obra no imóvel, que fica na zona oeste de São Paulo.O juiz Diego Paes Moreira, da 6ª Vara Criminal de São Paulo, escreveu em despacho que a acusação do Ministério Público deve ter continuidade por ser lastreada em indícios mínimos de autoria e de materialidade.Também viraram réus Maristela Temer, o coronel da PM de São Paulo João Baptista Lima Filho e a mulher dele, Maria Rita Fratezi. O casal providenciou etapas da reforma e fez pagamentos a fornecedores. A reforma, feita entre 2013 e 2015, teve custo estimado pelo Ministério Público Federal em R$ 1,6 milhão.Esta é a quarta vez que o emedebista vira réu desde a semana passada. Ele é acusado no DF de se  a um ex-assessor e, em .Os quatro casos são derivados de apurações iniciadas quando o emedebista ainda estava na Presidência, deflagradas depois da delação da JBS, em 2017. Com o fim do mandato dele, as denúncias que já estavam formuladas e as apurações em andamento foram enviadas à Justiça Federal de primeira instância no DF, Rio e em São Paulo.Temer ficou preso por quatro dias em março por ordem do juiz fluminense Marcelo Bretas, mas conseguiu habeas corpus na segunda instância. O ex-presidente tem negado todas as acusações. Após a divulgação da denúncia, na terça, os advogados Cristiano Benzota e Maurício Leite, que defendem Lima e Fratezi, afirmaram que houve precipitação dos procuradores, já que a Procuradoria-Geral da República estava com esses casos anteriormente e entendeu que não havia provas suficientes.",https://www.gazetadopovo.com.br/republica/temer-vira-reu-lava-jato-reforma-casa-filha/

,,,,"O ministro da Economia, Paulo Guedes, refutou pessoalmente o pleito das montadoras de reestabelecer o sistema de cotas que regulava o comércio automotivo entre Brasil e México.Em reunião na sexta-feira (29), no Rio de Janeiro, Guedes disse a representantes de três gigantes do setor -General Motors, Fiat e Volkswagen- que chegou a hora de abrir a economia.Segundo pessoas presentes ao encontro, o clima foi tenso. Um auxiliar do ministro chegou a afirmar que as montadoras receberam R$ 20 bilhões de subsídios em cinco anos, incluindo regimes regionais de apoio.Do lado do governo, Guedes chegou acompanhado de sete subordinados, incluindo três secretários: Marcos Troyo (Comércio Exterior), Carlos Costa (Produtividade) e Marcos Cintra (Receita Federal).Estiveram presentes cinco executivos, entre eles Antonio Filosa, presidente da Fiat, Carlos Zarlenga, presidente da GM, e Antonio Megale, diretor de Assuntos Governamentais da Volks.A reunião foi marcada após um pedido do governador de São Paulo, João Doria, que teria relatado ao ministro a queixa da GM de que o livre-comércio com o México pode comprometer os investimentos planejados pela empresa em troca de incentivos fiscais estaduais.Desde o dia 19, carros e autopeças circulam entre os dois países sem pagar tarifa de importação. As montadoras disseram a Guedes que o Brasil não é competitivo o bastante para isso.Argumentaram ainda que as empresas mexicanas seriam favoráveis à retomada das cotas, desde que acompanhadas de uma regra de origem mais branda. Quando o livre-comércio foi estabelecido, a exigência de peças produzidas localmente subiu de 35% para 40%.Guedes respondeu que o Brasil vai voltar a negociar com o México a partir da segunda quinzena de abril. O objetivo, porém, seria abrir mercados. O governo quer trocar a redução no conteúdo local dos carros por um acordo amplo, que contemple ônibus e caminhões e eventualmente outros setores da economia.Guedes também teria enumerado os esforços que vem fazendo para melhorar a competitividade das empresas, com desburocratização, o encaminhamento da reforma da Previdência e os planos de reforma tributária. Em razão disso, disse ele, não seria necessário reestabelecer as cotas com o México.A reunião entre Guedes e as montadoras marca uma mudança importante de posição do governo federal. Nos governos Luiz Inácio Lula da Silva e Dilma Rousseff, do PT, o setor foi agraciado com regimes especiais de impostos.O momento, no entanto, é delicado. Com os lucros em queda, as montadoras vêm ameaçando com demissões. .Para a Anfavea (associação nacional dos fabricantes de automóveis), o acordo de livre comércio sem cotas coloca em risco a indústria nacional. Os custos menores de produção no México tornariam o Brasil menos atraente.Contudo, essa avaliação não é unânime entre as associadas.""O fluxo não é mais como antes, não tenho preocupação com uma invasão de produtos mexicanos e acredito que o acordo permite que façamos uma complementação. Hoje, pelos custos, é impossível produzir localmente nossa linha completa de veículos, há muita diversidade de tecnologias"", diz Rogelio Golfarb, vice-presidente da Ford na América do Sul.Hoje, a Ford traz do México o sedã Fusion. A montadora aguarda a definição sobre o local de produção do novo utilitário Escape, que também pode ser montado naquele país.",https://www.gazetadopovo.com.br/economia/montadoras-livre-comercio-paulo-guedes/

,,,,"A chegada do outono traz também novas cores para o principal cartão-postal de Curitiba. O Jardim Botânico começa a receber nesta semana 65 mil novas flores da estação somente no chamado Jardim Francês, o canteiro geométrico que fica na área em frente à estufa.De acordo com a prefeitura, a flor escolhida para colorir o
parque foi a petúnia, que vão embelezar o cenário nas cores rosa, azul e branco.
As plantas foram cultivadas no Horto do Guabirotuba e o trabalho de plantio
deve ser concluído dentro de 15 dias.Além disso, o solo do Jardim Botânico também recebeu um composto orgânico nesse canteiro central. “Isso deve proporcionar uma melhoria na fertilidade e na estrutura do solo, e consequentemente, teremos plantas mais sadias, mais floríferas e coloridas, com folhas mais verdes”, explica a engenheira agrônoma Josy Moraes, responsável pela produção de flores no Horto.De acordo com o diretor do Departamento de Produção Vegetal
da Secretaria Municipal do Meio Ambiente (SMMA), José Roberto Roloff, a escolha
do tipo de flor a ser usado a cada estação é feita com base com as
características da temporada. “As flores, em geral, são trocadas com a
frequência aproximada de três meses, respeitando o ciclo de vida da planta.
Também levamos em consideração a resistência conforme as condições do clima”,
diz.Pelo menos neste mês de abril, Jardim Francês deve ser o principal destaque do Jardim Botânico. Isso porque a icônica estufa de vidro está em manutenção — o que forçou a prefeitura a cercá-la com uma estrutura de madeira até que os trabalhos estejam concluídos. De acordo com a SMMA, o serviço de recuperação atualmente se encontra em uma das etapas mais delicadas, que é o tratamento da estrutura metálica interna e externa — o que envolve a retirada dos vidros.",https://www.gazetadopovo.com.br/curitiba/jardim-botanico-ganha-65-mil-flores-outono/

,,,,"Uma  levou ao encerramento da audiência na Comissão de Constituição e Justiça da Câmara na noite desta quarta-feira (03). O objeto era a proposta de reforma da Previdência feita pelo governo Bolsonaro.O conflito se deu quando o petista afirmou que o ministro age como ""tigrão"" em relação a aposentados, idosos e pessoas humildes, mas como ""tchutchuca"" no tocante à ""turma mais privilegiada do nosso país"".Há um problema na análise de Zeca Dirceu: para adotar o mesmo termo esdrúxulo, ninguém neste país foi mais “tchutchuca” de poderosos e bilionários do que o partido ao qual Zeca Dirceu é filiado, e que ficou 14 anos, 5 meses e 12 dias no poder. Houve diversos programas de transferência de renda dos mais pobres para os mais ricos protagonizados por mandatários do Partido dos Trabalhadores enquanto estiveram no Palácio do Planalto.As críticas direcionadas a Guedes são, basicamente, fruto de um desconhecimento acerca da urgência de reformar a Previdência e sobre quem ela irá afetar, uma vez que o ônus é falsamente atribuído aos brasileiros de menor renda. É estimado que em dez anos ela poderá gerar R$ 1,1 trilhão de economia. Ocorre que todo gasto do governo é custeado mediante tributação, seja impostos, dívida pública ou emissão de moeda. Ao economizar por meio de um ajuste do sistema previdenciário, busca-se equilibrar as contas públicas. A União não consegue fazer um superávit primário — despesa do governo inferior ao que ele arrecada em impostos — desde 2014.Além de insustentável, a atual Previdência é injusta: . Já 41% é destinada aos 20% de brasileiros de maior renda. Enquanto o , o , sendo destinada a apenas 9 milhões de beneficiários. Quão mais tímido é o ajuste, mais prejudicados serão os mais pobres, já que o status quo os afeta de maneira negativa.Assim, ainda que indiretamente, a aprovação da reforma da Previdência é que beneficiará os mais pobres: . Sem um ajuste, tenderá a haver menor crescimento, bem como aumento dos juros e impostos.Segundo levantamento de Felippe Hermes, do site , durante o governo Lula, a despesa do governo cresceu 2,4% do PIB. Todavia, apenas 0,05% disso foi para a saúde, 0,2% para a educação e, mais da metade, 1,37%, para Previdência. Tamanho aumento de gasto é o resultado de postergar a reforma. Da forma como funciona hoje em dia, a .Para além das falsas narrativas defendidas pelo partido, selecionamos 4 oportunidades principais em que o PT foi a tchutchuca de poderosos, e quem pagou a conta do baile foi você.A estratégia, idealizada pelo economista Luciano Coutinho, mas abraçada por Lula e, posteriormente, Dilma, era escolher determinadas companhias para se tornarem gigantes em seus setores e competir no mercado internacional. E tudo isso turbinado a partir de empréstimos do BNDES.Os juros eram subsidiados. Empresas que não eram amigas do governo tinham de competir arcando com taxas de juros mais altas, cobradas pelo mercado. Boa parte dos empréstimos foi feita com juros negativos, ou seja, a devolução dos valores contratados era inferior à inflação do período.Em um período de nove anos, entre maio de 2007 e maio de 2016, a , valor equivalente a 40 vezes o atual orçamento do Bolsa Família — previsto para R$ 30 bilhões em 2019. Esse montante era destinado geralmente a empresas amigas, como o frigorífico JBS, a telefônica Oi e a petroleira OGX de Eike Batista. Os ex-presidentes contribuíram com  para que empreiteiras brasileiras realizassem obras em países da África e América Latina. Essa quantia corresponde a 93% do que foi desembolsado pelo banco estatal para exportação de bens e serviços. A Odebrecht, sozinha, abocanhou 64% do total.Foi o auge do capitalismo de laços — um sistema que se realiza mediante a criação de alianças e emaranhados comerciais estabelecidos entre grupos privados com o governo, na definição do professor do Insper Sérgio Lazzarini.O gasto com essa festa de crédito foi superior ao do , realizado pelos Estados Unidos para ajudar na reconstrução da Europa após a II Guerra Mundial.Em 2009 o então presidente Lula afirmou, na cúpula das nações africanas, que “”. Não à toa, enquanto sua agremiação esteve no comando do Executivo, bilhões em impostos arrancados do trabalhador brasileiro foram destinados a ditaduras.Diversos desses contratos são caixas-preta até os dias atuais. Foram construídas obras de infraestrutura, como rodovias, ferrovias e aeroportos, sobretudo em países da América Latina e na África. Segundo o jornal O Globo, , uma vez que são realizados com recursos do FAT, um fundo financiado com parte dos salários de cada trabalhador brasileiro.Angola, Congo, Cuba, Gabão, Guiné Equatorial, Moçambique, Venezuela e Zimbábue foram os destinos prediletos dos presidentes petistas. .Segundo as investigações da Operação Lava Jato, as maiores empreiteiras do país formaram um cartel e dividiam as obras que cada um ganharia com a Petrobrás. Tudo sob o comando do PT, mas com favorecimentos ainda ao MDB e PP.  No meio disso, empresas como Odebrecht e OAS, além da Camargo Corrêa e Andrade Gutierrez foram largamente as maiores beneficiárias pelo governo petista — embora houvesse várias outras — e retribuíram com pagamento de vultosas quantias de propina.A , segundo delações premiadas. Entre os principais benefícios, ampliação de crédito para exportação a Angola e aprovação de medida provisória de Refis.Já em relação a OAS, . A empresa tinha desejo de incrementar negócios em países como Peru, Chile, Costa Rica, Bolívia, Uruguai e nações africanas. lula se prontificou em ajudá-los. Em retribuição, foram feitas obras e reformas no sítio em Atibaia e no triplex do Guarujá, pelos quais Lula foi condenado. Ademais, a OAS deu .O Grupo Andrade Gutierrez fez doações ao PT em troca de favorecimento em contratos com estatais. Entre as denúncias, consta que bancou pagamentos de fornecedores da eleição da presidente Dilma Rousseff, em 2010, no valor de R$ 6,1 milhões, além de outros R$ 10 milhões na campanha de 2014. Estima-se que .Segundo , homem forte tanto do ex-presidente Lula quanto de Dilma, pelo menos 900 das mil medidas provisórias editadas nos quatro governos do PT motivadas por propinas.Embora possa haver uma imprecisão nas informações — o PT editou 623 MPs —, e a delação ainda seja alvo de trâmite processual, há fortes evidências de que em algumas das MPs houve negociações ilícitas para inserir determinados conteúdos que beneficiassem grupos privados. Entre elas, duas são alvo de ações penais, como a MP 627, de 2013, que prorrogou incentivos fiscais destinados a montadoras de veículos, além da MP 471, de 2009, que também beneficiou montadoras com a prorrogação de incentivos fiscais. , e ainda respondem por ação penal que investiga o caso.",https://www.gazetadopovo.com.br/ideias/4-vezes-em-que-o-pt-foi-a-tchutchuca-de-poderosos-e-voce-pagou-a-conta-do-baile/

,,,,"Apenas um mês depois de sediar uma , o Vietnã deportou três refugiados norte-coreanos, enviando-os para a China para um futuro incerto em sua terra natal.As deportações marcam um preocupante novo capítulo para fugitivos norte-coreanos, que antes estavam seguros se conseguissem escapar da captura na China e chegar a um terceiro país.As deportações também podem ser uma indicação da crescente
influência diplomática e menor isolamento da Coreia do Norte desde que Kim
subiu ao palco global no ano passado.""Estou preocupado que o envolvimento diplomático de Kim
Jong Un com o Vietnã possa tê-los influenciado a deportar os refugiados
norte-coreanos"", disse Sokeel Park, diretor da Coreia do Sul para um grupo
chamado Liberdade na Coreia do Norte, que ajuda refugiados norte-coreanos a
cruzar fronteiras e se adaptar à vida no sul.Mas grupos de refugiados também culparam o governo da Coreia do Sul, em meio a relatos de que o país não respondeu prontamente a um pedido para ajudar os refugiados depois que eles foram presos no Vietnã. Refugiados norte-coreanos na Coreia do Sul acusam o governo de Seul de colocar os laços com Pyongyang antes das questões de direitos humanos.Funcionários humanitários disseram ao jornal sul-coreano Chosun Ilbo que o Ministério das Relações Exteriores da Coreia do Sul não respondeu a um pedido para ajudar os refugiados, uma afirmação que o ministério negou.Três norte-coreanos que fugiram de seu país via China foram
presos na cidade vietnamita de Ha Tinh na segunda-feira (1º), de acordo com o Chosun
Ilbo. Trabalhadores humanitários que estavam ajudando os refugiados entraram em
contato com a embaixada sul-coreana no Vietnã e foram orientados a contatar
diretamente o Ministério das Relações Exteriores de Seul.O ministério repetidamente disse a eles que esperassem, mas
nenhuma assistência foi fornecida antes que os refugiados fossem enviados à
China na quarta-feira, disseram os trabalhadores humanitários ao Chosun Ilbo. A
China vê os desertores norte-coreanos como migrantes econômicos ilegais e os
repatria para seu país de origem, onde eles enfrentam severas punições.O Ministério das Relações Exteriores em Seul negou o relato,
dizendo em um comunicado que o ministério ""imediatamente entrou em contato
com as autoridades locais e tomou uma posição contra a repatriação forçada para
a Coreia do Norte"". O ministério se recusou a comentar sobre a segurança e
o paradeiro dos refugiados.Han Jin-myung, um diplomata norte-coreano que serviu no Vietnã antes de desertar para a Coreia do Sul em 2015, disse que o governo de Seul deveria ter agido mais rapidamente.""O Vietnã está em uma posição delicada, politicamente
próximo à Coreia do Norte e economicamente perto da Coreia do Sul. Apenas o
governo de Seul pode tomar a iniciativa de resgatar esses refugiados"",
disse ele. ""O Vietnã não poderia tê-los deportado se os sul-coreanos
prontamente interviessem. É irresponsável para o governo de Seul deixar isso
acontecer"".O Vietnã tem sido um dos países do Sudeste Asiático que
oferecem abrigo seguro para fugitivos norte-coreanos, ajudando-os a chegar à
Coreia do Sul.""Uma vez que os refugiados norte-coreanos consigam
passar pela China, eles normalmente estão seguros"", disse Sokeel Park.
""O fato de que eles foram repatriados do Vietnã, depois de tudo isso, é
realmente preocupante. Não queremos que isso estabeleça um precedente.""O número de norte-coreanos vindo anualmente à Coreia do Sul
caiu pela metade desde que Kim Jong Un chegou ao poder em 2011. Os legisladores
sul-coreanos atribuem a queda a controles de fronteira mais rígidos e à
repatriação de refugiados pela China para a Coreia do Norte.",https://www.gazetadopovo.com.br/mundo/pais-comunista-deporta-refugiados-de-outro-pais-comunista/

,,,,,https://www.gazetadopovo.com.br/bomgourmet/receita-sorvete-de-feijao/

,,,,"Instituído pela Lei 11.738 de 2008, o cumprimento do piso
salarial nacional dos professores já é realidade na maior parte dos governos
estaduais. Mesmo com a , muitos estados priorizaram
os vencimentos dos docentes. É o que mostra o levantamento realizado pela . Mesmo assim, os
salários dos professores ainda estão muito longe de serem atraentes.Os dados revelaram que 22 estados terminaram 2018 pagando
acima ou igual ao valor do piso salarial. O estipulado pelo Ministério da
Educação (MEC) naquele exercício era de R$ 2.455,35 para uma jornada de 40
horas por semana. Os números foram obtidos pela  por meio dos sindicatos locais da categoria e das
secretarias de Educação, Fazenda e Administração das 27 Unidades da Federação.
 Em 2018, não pagavam o salário base para o professor os
estados de Minas Gerais, Pará, Rio de Janeiro e Rio Grande do Sul. No caso do
Acre, o docente recebe R$ 1.841,51, contudo, para uma carga horária de 30
horas.Na rede estadual gaúcha, a jornada soma 40 horas por semana
para um pagamento de R$ 1.260,16. Para se adequar à lei do piso, o governo
local acrescenta ao salário uma gratificação de R$ 1.297,58, chegando ao
montante de R$ 2.457,74.“A reestruturação do Sistema de Educação do Estado é
urgente. Nos últimos 15 anos, a rede teve uma redução de cerca de 600 mil
alunos”, informou a Secretaria de Educação do Rio Grande do Sul. A pasta
acrescentou que o diálogo com a categoria será comandada pelo governador
Eduardo Leite.Cláudia Costin, do Centro de Excelência e Inovação em
Políticas Educacionais (CEIPE) da Fundação Getúlio Vargas (FGV) e docente
convidada de Educação da Universidade de Harvard (EUA), comenta que o piso
salarial nacional contribuiu para melhoria dos vencimentos dos professores
Brasil afora, porém ainda está distante de um patamar comparável a outras
carreiras. Ela acrescenta que isso pode desestimular professores a incentivarem
alunos a seguir a profissão.No ranking de 2018, Maranhão aparece em primeiro como o
estado que melhor remunera o professor para 40 horas semanais de trabalho. Lá,
o pagamento mínimo é de R$ 5.750,84. Mato Grosso do Sul aparece logo atrás, com
R$ 5.553,00. Tocantins (R$ 4.377,07), Mato Grosso (R$ 4.349,55) e Roraima (R$
4.004,82) completam os cinco primeiros.Acre, Minas Gerais, Pará, Rio de Janeiro e Rio Grande do Sul
são os que pagavam abaixo do piso de 2018. Alagoas, Pernambuco e Sergipe
remuneram o mesmo valor estipulado pelo MEC. O restante dos estados terminou o
referido ano com vencimentos acima dos R$ 2.455,35.Apesar da crise financeira e fiscal que atingiu a maioria
dos estados, entre 2015 e 2018, o número de unidades da federação que passou a
cumprir o piso aumentou a cada ano. Em 2015, eram 20. Passou para 21 em 2016 e
depois 22 no exercício seguinte.Ao longo dos últimos quatro anos, o MEC aplicou reajustes decrescentes
ao piso: com 13,01% em 2015; 11,36% em 2016; 7,64% em 2017; e 6,81% em 2018.Mato Grosso, Mato Grosso do Sul, Ceará, Amapá, Minas Gerais e
Paraíba concederam aumentos maiores que os determinados pelo Ministério da
Educação.Acre, Alagoas, Goiás, Piauí e Rio Grande do Norte
acompanharam anualmente os mesmos percentuais estipulados pelo MEC. Outros 16
estados aplicaram reajustes inferiores, sendo Rio de Janeiro, Rio Grande do Sul
e Roraima os únicos que passaram os últimos quatro anos sem conceder nenhum
tipo de aumento no vencimento base.No caso de Roraima, até 2016, os educadores ganhavam R$
1.669,09 para uma jornada semanal de 25 horas. Em 2017, os professores passaram
a trabalhar 40 horas. Desde então, recebem R$ 4.004,82. O governo local admite que
não tenha sido um aumento salarial efetivo, pela correção monetária e maior carga
horária.No Rio Grande do Sul, o salário base dos professores de R$ 1.297,58
continuou o mesmo ao longo dos últimos quatro anos mesmo que, como dito
acima, o complemento sobre este valor para atingir o piso sofreu reajuste para
que se adequasse à lei.O piso salarial dos professores do magistério foi instituído
em 2008 durante o governo Luiz Inácio Lula da Silva. À época, Ceará, Mato
Grosso do Sul, Paraná, Rio Grande do Sul e Santa Catarina recorreram ao Supremo
Tribunal Federal (STF) para que a legislação fosse declarada inconstitucional.
Os ministros, no entanto, decidiram no mesmo ano pela legalidade. A regra vale
para todo o país, incluindo estados e municípios.A lei define o valor mínimo que o profissional do magistério
da educação deve receber assim que entra no serviço público. Esses professores
devem ter formação mínima em magistério em nível médio e carga horária de 40
horas por semana, com atuação em estabelecimentos de ensino infantil,
fundamental ou médio, sendo que 1/3 desta jornada deve ser reservada para atividades
extraclasse, como planejamento de aula, tutoria, avaliações pedagógicas, etc.De acordo com Cláudia Costin, na prática, os estados utilizam
as 40 horas inteiramente com exposição de aulas, seja na mesma escola ou em
outro estabelecimento de ensino, o que foge da finalidade estipulada pela lei
do piso.O piso recebe anualmente atualização definida pelo
Ministério da Educação. O cálculo é de acordo com a variação do valor investido
por aluno com base nos dois últimos exercícios do Fundo Nacional da Educação
Básica (Fundeb).Para 2019, por exemplo, o MEC definiu em janeiro o reajuste
de 4,17%, passando o piso para R$ 2.557,74. Para chegar a esse valor, seguiu a
variação do custo por aluno entre 2017 e 2018, que saiu de R$ 2.926,56 para R$
3.048,73, respectivamente. Já esse custo por aluno/ano é calculado com base na
proporção da quantidade de matrículas e o dinheiro destinado aos estados e
municípios por meio do Fundeb.A lei do piso nacional dos professores não estipula qualquer
punição para os estados ou municípios que não cumprirem o pagamento mínimo.
Para auxiliar o cumprimento, a União complementa com verbas por meio do Fundeb,
caso o ente federado comprove a insuficiência financeira para arcar com os
salários. Em fevereiro de 2019, foram liberados mais de R$ 1 bilhão pelo MEC
com destinação ao piso.Levando em conta o valor do piso para 2019, aliás, Alagoas,
Goiás, Pernambuco e Sergipe entraram na lista do que não cumprem a lei.O governo sergipano afirmou que a
Secretaria de Educação “estuda os efeitos da aplicação do piso nacional salarial
dos professores sobre a hierarquização da sua carreira, dado ao esgotamento da
capacidade do Fundeb em financiar a folha salarial do magistério e dos demais
profissionais lotados nas escolas”.Goiás diz que somente depois de pagar os salários atrasados
de dezembro de 2018, deixados em aberto pelo governo anterior, as discussões
sobre valorização no salário base serão iniciadas.Os governos de Alagoas e de Pernambuco não responderam sobre
a perspectiva para 2019.Em sua tese de doutorado em Educação na Pontifícia
Universidade Católica de Goiás, Marinalva Fernandes, analisou os reflexos da
lei do piso. Ela considera que a instituição de um valor mínino aumentou, ainda
que pouco, os investimentos em educação. Por outro lado, sobretudo, os
municípios, ainda enfrentam sérias dificuldades financeiras para bancar o piso,
mesmo com auxílio do MEC.“Essa constatação permite afirmar que os gestores públicos
continuam utilizando o discurso evasivo nos palanques, de priorizar a educação,
em seus mandatos, mas na prática descumprem a legislação educacional”, frisa.“A profissão docente, comparada a outras que exige formação
em nível superior, em termos de valorização econômica, ocupa uma das piores
posições na escala da estratificação social”, conclui Fernandes. Cláudia Costin aponta dois caminhos que vão além da
valorização salarial. A primeira é aumentar a nota de corte para ingresso nas
universidades nos cursos destinados a carreira de professor, como pedagogia ou
licenciatura. Ela acredita que parte do reconhecimento social viria através de
um crivo maior para alguém tornar-se professor.“Há um número de pessoas que entram na área não por gostar,
mas por ser menos competitivo”, argumenta.Além disso, a professora ainda sugere que os professores
enalteçam as próprias práticas que dão certo dentro da sala de aula para que a
sociedade os enxergue com mais valor. Uma das alternativas são, ainda na
graduação, os cursos trabalharem a formação do professor de acordo com a
realidade a ser encontrada fora da academia.“[Deve-se] sair da narrativa de vitimizar o professor. Parte
das condições é terrível mesmo, mas o professor escolheu essa profissão. Ele
deve valorizar suas práticas e brigar por melhores condições de trabalho, sem
ser tratado como coitadinho. Não é vítima é um profissional. Ninguém vai num
médico que se coloca como coitado”, considera.Procurados pela  para comentar sobre o piso salarial, o MEC se comprometeu em responder os questionamentos, mas não enviou nenhum esclarecimento até a última atualização desta reportagem; a Confederação Nacional dos Trabalhadores em Educação (CNTE) não respondeu aos emails nem retornou ligações.",https://www.gazetadopovo.com.br/educacao/mesmo-em-crise-estados-pagam-acima-do-piso-para-professores-veja-ranking/

Bichos-papões da Série B: cinco times que ameaçam  o sonho de Coritiba e Paraná,Moreno Valério,[04/04/2019],Esportes,,https://www.gazetadopovo.com.br/esportes/bichos-papoes-da-serie-b-cinco-times-que-ameacam-o-sonho-de-coritiba-e-parana-diinx6449jpd28c1szxc5lnc1

